ind_code,region,pop_code,fam,fam2,index,X1C,CV_Solanum,CV_Sample,batch,ht,stemwid,numcap,numfls,dff,bench,BIOMASS,SLA
RM56-2B,VT,RM,RM56,RM.56,1.444,1.87,3.51,2.82,2,89.3,5.71,23,11,53,B,13.9,3.692974221
RM56-2C,VT,RM,RM56,RM.56,NA,NA,NA,NA,NA,56,4.81,14,4,56,C,2.7,3.850122061
RM6-1A,VT,RM,RM6,RM.6,1.498,1.94,3.01,3.14,1,NA,NA,NA,NA,NA,A,6.6,4.413554557
RM6-1B,VT,RM,RM6,RM.6,NA,NA,NA,NA,NA,90.9,5.9,22,0,65,B,18.3,3.414259186
RM6-1C,VT,RM,RM6,RM.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,4.4,3.933820366
RM6-2A,VT,RM,RM6,RM.6,1.488,1.93,3,3.28,1,78.6,6.46,12,7,52,A,13.6,3.17466205
RM6-2B,VT,RM,RM6,RM.6,1.461,1.89,2.78,2.57,2,71.6,4.6,17,2,56,B,12.7,3.769911184
RM6-2C,VT,RM,RM6,RM.6,NA,NA,NA,NA,NA,75,4.74,16,1,56,C,8.9,3.548151703
RM8-1A,VT,RM,RM8,RM.8,NA,NA,NA,NA,NA,86.2,4.72,13,0,61,A,9.3,4.021238597
RM8-1C,VT,RM,RM8,RM.8,NA,NA,NA,NA,NA,72.5,8.25,9,7,51,C,6.3,3.769911184
RM8-2A,VT,RM,RM8,RM.8,1.466,1.9,3.17,2.5,4,74.3,5.4,18,12,54,A,12.6,2.918640917
RM8-2B,VT,RM,RM8,RM.8,1.477,1.91,3.03,2.85,4,64.5,4.9,66,32,70,B,20.3,3.119926497
RM8-2C,VT,RM,RM8,RM.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,14.6,3.850122061
RM8-3B,VT,RM,RM8,RM.8,1.48,1.92,3.07,2.95,4,94,4.49,19,0,49,B,9.4,5.026548246
SH1-1A,VT,SH,SH1,SH.1,1.463,1.89,2.4,2.37,1,84.3,8.87,18,0,57,A,12.6,3.351032164
SH1-1B,VT,SH,SH1,SH.1,1.458,1.89,2.85,2.63,2,85.4,5,19,5,52,B,14.1,NA
SH1-1C,VT,SH,SH1,SH.1,NA,NA,NA,NA,NA,75.4,6.51,3,0,NA,C,8.8,4.112630383
SH1-2B,VT,SH,SH1,SH.1,1.469,1.9,2.79,2.37,2,70.5,5.13,37,14,NA,B,18.4,3.479918016
SH1-2C,VT,SH,SH1,SH.1,NA,NA,NA,NA,NA,61.5,4.65,12,1,58,C,10.1,3.414259186
SH1-4B,VT,SH,SH1,SH.1,1.452,1.88,2.48,2.09,2,68.1,5.41,16,9,53,B,12.8,2.622546911
SH14-1B,VT,SH,SH14,SH.14,NA,NA,NA,NA,NA,58.6,4.4,27,12,44,B,15.5,3.850122061
SH14-1C,VT,SH,SH14,SH.14,1.45,1.88,2.79,2.41,3,79.6,5.1,16,1,56,C,14.8,2.319945344
SH14-2A,VT,SH,SH14,SH.14,1.467,1.9,2.5,2.33,1,80,4.92,31,13,52,A,15.4,3.290104306
SH14-2B,VT,SH,SH14,SH.14,NA,NA,NA,NA,NA,67.6,5.39,24,4,49,B,12.9,2.966487489
SH14-2C,VT,SH,SH14,SH.14,NA,NA,NA,NA,NA,102,7.59,9,0,NA,C,12.1,5.17016391
SH14-3A,VT,SH,SH14,SH.14,1.469,1.9,3.11,2.59,1,80.4,6.76,17,3,54,A,9.4,2.827433388
SH17-1A,VT,SH,SH17,SH.17,1.474,1.91,3.32,3.11,1,64,4.14,8,0,61,A,11.8,3.414259186
SH17-1B,VT,SH,SH17,SH.17,1.458,1.89,2.7,2.31,2,61,4.72,30,18,49,B,17.3,2.783934413
SH17-1C,VT,SH,SH17,SH.17,NA,NA,NA,NA,NA,68,6.13,3,0,NA,C,11.4,2.513274123
SH17-2A,VT,SH,SH17,SH.17,1.444,1.87,3.87,4.01,1,90,4.54,6,0,65,A,9.2,3.933820366
SH17-2B,VT,SH,SH17,SH.17,1.464,1.9,3.87,2.91,4,70.5,4.9,16,7,NA,B,14.4,1.945760611
SH17-3A,VT,SH,SH17,SH.17,NA,NA,NA,NA,NA,82,4.46,17,3,56,A,14.1,4.021238597
SH17-3C,VT,SH,SH17,SH.17,NA,NA,NA,NA,NA,92,5.66,15,1,60,C,16.4,3.923159606
SH18-1B,VT,SH,SH18,SH.18,1.45,1.88,2.8,2.54,2,62.1,4.65,13,9,45,B,10.9,2.827433388
SH18-1C,VT,SH,SH18,SH.18,1.46,1.89,2.85,2.53,3,69.2,6.8,16,5,49,C,9,4.523893421
SH18-2A,VT,SH,SH18,SH.18,NA,NA,NA,NA,NA,77.3,6.2,22,12,NA,A,11.9,3.231352444
SH18-2B,VT,SH,SH18,SH.18,1.45,1.88,2.6,2.37,2,56.3,5.39,6,0,52,B,6.4,3.414259186
SH18-2C,VT,SH,SH18,SH.18,NA,NA,NA,NA,NA,85.5,6.1,21,6,49,C,13.6,3.769911184
SH18-3A,VT,SH,SH18,SH.18,NA,NA,NA,NA,NA,96.1,11.13,11,1,47,A,NA,3.17466205
SH23-1A,VT,SH,SH23,SH.23,NA,NA,NA,NA,NA,90.9,4.31,8,0,73,A,8.3,5.026548246
SH23-1B,VT,SH,SH23,SH.23,1.5,1.94,2.73,2.29,2,63.5,4.43,14,10,46,B,12.1,3.17466205
SH23-1C,VT,SH,SH23,SH.23,1.456,1.89,2.81,1.85,3,63.3,4.77,10,7,49,C,13.9,2.872313283
SH23-2A,VT,SH,SH23,SH.23,NA,NA,NA,NA,NA,81.1,4.49,29,5,52,A,10.5,3.769911184
SH23-2B,VT,SH,SH23,SH.23,1.476,1.91,2.38,2.14,2,67.8,4.2,14,8,51,B,8,4.523893421
SH23-2C,VT,SH,SH23,SH.23,NA,NA,NA,NA,NA,52,2.12,12,2,60,C,12.2,2.872313283
SH24-1A,VT,SH,SH24,SH.24,NA,NA,NA,NA,NA,75.2,6.62,15,6,53,A,12.7,3.067046387
SH24-1B,VT,SH,SH24,SH.24,1.482,1.92,3.36,3.59,2,NA,NA,NA,NA,NA,B,3.7,6.239852995
SH24-1C,VT,SH,SH24,SH.24,1.475,1.91,3.42,3.52,3,60.5,4.92,29,23,42,C,20.2,3.496729214
SH24-2B,VT,SH,SH24,SH.24,1.45,1.88,2.74,2.46,2,68.1,5.01,24,11,46,B,16.9,3.290104306
SH24-2C,VT,SH,SH24,SH.24,NA,NA,NA,NA,NA,61.3,4.2,8,6,46,C,9.3,2.380996537
SH24-3A,VT,SH,SH24,SH.24,NA,NA,NA,NA,NA,73,7,14,4,53,A,7.8,3.422330721
SH25-1A,VT,SH,SH25,SH.25,NA,NA,NA,NA,NA,78,3.71,16,1,56,A,12,3.850122061
SH25-1B,VT,SH,SH25,SH.25,1.469,1.9,2.43,2.57,2,72.7,5,14,5,52,B,12,3.479918016
SH25-1C,VT,SH,SH25,SH.25,1.443,1.87,3.23,2.88,4,86,5.91,29,6,55,C,23.1,3.067046387
SH25-2A,VT,SH,SH25,SH.25,NA,NA,NA,NA,NA,72.7,5.89,8,2,53,A,7.8,3.119926497
SH25-3A,VT,SH,SH25,SH.25,1.472,1.91,2.86,2.55,1,82.5,4.9,25,2,53,A,11.2,4.112630383
SH25-3C,VT,SH,SH25,SH.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,2,4.112630383
SH26-1A,VT,SH,SH26,SH.26,1.47,1.9,4.69,4.51,1,94.8,5.58,17,1,56,A,13.2,2.783934413
SH26-1B,VT,SH,SH26,SH.26,1.456,1.89,2.54,2.25,2,54.2,5.87,13,9,46,B,8.3,2.445347795
SH26-1C,VT,SH,SH26,SH.26,NA,NA,NA,NA,NA,63,5.05,29,7,54,C,10.6,3.933820366
SH26-2A,VT,SH,SH26,SH.26,NA,NA,NA,NA,NA,58,4.2,12,6,52,A,5.6,4.021238597
SH26-2B,VT,SH,SH26,SH.26,1.474,1.91,2.7,2.47,2,65.2,5.07,12,7,52,B,9.5,3.17466205
SH26-2C,VT,SH,SH26,SH.26,NA,NA,NA,NA,NA,65.7,5.29,18,10,52,C,11.2,3.769911184
SH26-3A,VT,SH,SH26,SH.26,NA,NA,NA,NA,NA,79.2,6.65,13,0,57,A,10.2,2.966487489
SH5-1A,VT,SH,SH5,SH.5,NA,NA,NA,NA,NA,60.1,6.84,8,4,52,A,6.3,3.290104306
SH5-1B,VT,SH,SH5,SH.5,NA,NA,NA,NA,NA,69.6,3.97,16,8,NA,B,12.1,2.918640917
SH5-1C,VT,SH,SH5,SH.5,1.453,1.88,2.92,2.39,3,68.1,4.44,11,3,52,C,8.4,2.827433388
SH5-2A,VT,SH,SH5,SH.5,1.465,1.9,3.36,3.37,1,67.1,8.81,11,2,53,A,8.1,2.661113777
SH5-2B,VT,SH,SH5,SH.5,1.45,1.88,2.7,2.41,2,81.1,4.8,10,0,63,B,15.4,2.585081955
SH5-2C,VT,SH,SH5,SH.5,NA,NA,NA,NA,NA,65,5.4,18,3,52,C,11.9,3.17466205
SH6-1A,VT,SH,SH6,SH.6,1.458,1.89,3.23,3.58,1,76,5.24,17,5,49,A,11.4,3.548151703
SH6-1B,VT,SH,SH6,SH.6,1.45,1.88,3.23,2.83,4,49.1,4.42,34,14,48,B,15.6,2.513274123
SH6-1C,VT,SH,SH6,SH.6,NA,NA,NA,NA,NA,70.2,4.68,23,9,51,C,17.7,2.872313283
SH6-2A,VT,SH,SH6,SH.6,NA,NA,NA,NA,NA,69.6,3.98,16,7,56,A,14.2,2.412743158
SH6-2B,VT,SH,SH6,SH.6,1.458,1.89,3.57,3.35,4,58.7,3.1,20,16,48,B,13,3.548151703
SH6-2C,VT,SH,SH6,SH.6,NA,NA,NA,NA,NA,66,5.09,22,10,49,C,14.7,3.850122061
SP10B-1B,VT,SP,SP10B,SP.10B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,8.5,3.067046387
SP10B-1C,VT,SP,SP10B,SP.10B,1.473,1.91,2.65,2.62,3,NA,NA,NA,NA,NA,C,5.8,5.17016391
SP10B-2A,VT,SP,SP10B,SP.10B,1.452,1.88,3.68,2.96,1,NA,NA,NA,NA,NA,A,4.6,4.308469925
SP10B-2B,VT,SP,SP10B,SP.10B,1.466,1.9,3.55,2.71,2,NA,NA,NA,NA,NA,B,5,4.413554557
SP10B-2C,VT,SP,SP10B,SP.10B,1.468,1.9,2.99,2.77,3,NA,NA,NA,NA,NA,C,5,4.112630383
SP10B-3A,VT,SP,SP10B,SP.10B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,7.8,4.112630383
SP16-1B,VT,SP,SP16,SP.16,1.446,1.87,3.73,2.86,4,62,5.52,4,0,NA,B,6.1,2.350074505
SP16-1C,VT,SP,SP16,SP.16,NA,NA,NA,NA,NA,78.6,5.84,9,1,55,C,8.2,NA
SP16-2A,VT,SP,SP16,SP.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,6.1,3.351032164
SP16-2B,VT,SP,SP16,SP.16,1.434,1.86,3.03,2.45,4,94,6.8,10,9,50,B,13.1,2.966487489
SP16-2C,VT,SP,SP16,SP.16,1.443,1.87,3.13,2.43,4,10,7.2,0,0,NA,C,7.9,3.290104306
SP16-3A,VT,SP,SP16,SP.16,NA,NA,NA,NA,NA,85.5,6.3,8,0,60,A,6.9,3.933820366
SP18-1B,VT,SP,SP18,SP.18,1.42,1.84,3.04,2.75,4,73.7,5.58,8,1,63,B,8.9,3.290104306
SP18-1C,VT,SP,SP18,SP.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,13.8,3.548151703
SP18-2A,VT,SP,SP18,SP.18,1.466,1.9,2.97,2.71,1,NA,NA,NA,NA,NA,A,3.8,4.20827295
SP18-2B,VT,SP,SP18,SP.18,NA,NA,NA,NA,NA,101.2,6.78,19,2,57,B,16,2.585081955
SP18-2C,VT,SP,SP18,SP.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,7.1,5.483507177
SP18-3A,VT,SP,SP18,SP.18,1.485,1.92,3.32,3.43,1,NA,NA,NA,NA,NA,A,NA,2.783934413
SP20-1B,VT,SP,SP20,SP.20,1.458,1.89,3.34,2.48,2,68.5,5.98,23,13,49,B,10.4,2.741753589
SP20-1C,VT,SP,SP20,SP.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,7.4,3.290104306
SP20-2A,VT,SP,SP20,SP.20,1.444,1.87,3.12,2.94,2,6.4,6.21,3,0,73,A,6.6,1.592569741
SP20-2B,VT,SP,SP20,SP.20,1.437,1.86,3.63,2.87,4,99.7,5.33,15,4,60,B,15.6,3.479918016
SP20-2C,VT,SP,SP20,SP.20,NA,NA,NA,NA,NA,96.8,5.63,14,9,54,C,16,2.54867235
SP20-3A,VT,SP,SP20,SP.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,5,4.20827295
SP2B-1B,VT,SP,SP2B,SP.2B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,8,3.479918016
SP2B-1C,VT,SP,SP2B,SP.2B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,8.4,4.112630383
SP2B-2A,VT,SP,SP2B,SP.2B,1.471,1.9,2.91,2.98,1,NA,NA,NA,NA,NA,A,4.8,3.548151703
SP2B-2B,VT,SP,SP2B,SP.2B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,5.3,NA
SP2B-2C,VT,SP,SP2B,SP.2B,1.432,1.85,2.96,3.17,3,NA,NA,NA,NA,NA,C,2.6,4.761993075
SP2B-3A,VT,SP,SP2B,SP.2B,1.462,1.89,3.27,2.67,1,NA,NA,NA,NA,NA,A,10.7,3.015928947
SP4B-1A,VT,SP,SP4B,SP.4B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,1.1,4.413554557
SP4B-1B,VT,SP,SP4B,SP.4B,1.458,1.89,3.42,2.64,4,NA,NA,NA,NA,NA,B,10,3.479918016
SP4B-1C,VT,SP,SP4B,SP.4B,NA,NA,NA,NA,NA,65.5,4.55,7,1,60,C,10.1,2.741753589
SP4B-2B,VT,SP,SP4B,SP.4B,1.466,1.9,3.66,3.66,4,71,4.28,7,5,62,B,10.7,3.119926497
SP4B-2C,VT,SP,SP4B,SP.4B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,9.7,3.619114737
SP4B-3B,VT,SP,SP4B,SP.4B,1.472,1.91,2.64,2.48,2,NA,NA,NA,NA,NA,B,4.3,4.308469925
SP5B-1A,VT,SP,SP5B,SP.5B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,7.6,3.351032164
SP5B-1B,VT,SP,SP5B,SP.5B,1.464,1.9,3.14,3.38,4,NA,NA,NA,NA,NA,B,6,3.619114737
SP5B-1C,VT,SP,SP5B,SP.5B,NA,NA,NA,NA,NA,82,5.69,14,1,56,C,8.3,2.827433388
SP5B-2A,VT,SP,SP5B,SP.5B,1.527,1.98,3.26,4.69,1,105.2,8.51,7,0,61,A,NA,3.17466205
SP5B-2C,VT,SP,SP5B,SP.5B,NA,NA,NA,NA,NA,90.6,6.51,6,0,61,C,9.5,4.112630383
SP5B-3B,VT,SP,SP5B,SP.5B,1.459,1.89,2.71,2.61,2,95.5,6.3,17,9,51,B,14.5,4.021238597
SP6B-1A,VT,SP,SP6B,SP.6B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,5.1,3.850122061
SP6B-1B,VT,SP,SP6B,SP.6B,1.449,1.88,3.24,2.31,2,NA,NA,NA,NA,NA,B,6.4,4.20827295
SP6B-1C,VT,SP,SP6B,SP.6B,1.44,1.86,3.57,2.9,4,52.4,5.9,0,0,NA,C,6.6,3.414259186
SP6B-2A,VT,SP,SP6B,SP.6B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,4.8,4.761993075
SP6B-2B,VT,SP,SP6B,SP.6B,1.44,1.86,4.11,3.37,4,NA,NA,NA,NA,NA,B,10.3,3.231352444
SP6B-2C,VT,SP,SP6B,SP.6B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,3.4,5.026548246
SP8B-1B,VT,SP,SP8B,SP.8B,1.456,1.89,2.91,2.77,4,NA,NA,NA,NA,NA,B,8.1,4.20827295
SP8B-1C,VT,SP,SP8B,SP.8B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,5.9,4.540108093
SP8B-2B,VT,SP,SP8B,SP.8B,1.433,1.86,2.73,2.19,2,88.8,5.85,21,0,65,B,18.3,NA
SP8B-2C,VT,SP,SP8B,SP.8B,1.469,1.9,2.58,2.7,3,91,7,19,0,68,C,10.3,4.761993075
SP9B-1B,VT,SP,SP9B,SP.9B,1.46,1.89,2.22,1.99,2,NA,NA,NA,NA,NA,B,9.1,3.351032164
SP9B-1C,VT,SP,SP9B,SP.9B,1.451,1.88,3.11,2.56,4,79.7,4.54,9,6,52,C,12.3,2.966487489
SP9B-2A,VT,SP,SP9B,SP.9B,NA,NA,NA,NA,NA,88,4.55,17,0,58,A,12.1,3.015928947
SP9B-2B,VT,SP,SP9B,SP.9B,NA,NA,NA,NA,NA,108.7,6.45,19,1,57,B,16,2.350074505
SP9B-2C,VT,SP,SP9B,SP.9B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,8.4,2.741753589
SP9B-3A,VT,SP,SP9B,SP.9B,1.496,1.94,3.1,2.69,1,97.3,5.56,26,1,60,A,10.8,4.308469925
TH10B-1A,VT,TH,TH10B,TH.10B,1.513,1.96,3.3,2.45,1,NA,NA,NA,NA,NA,A,8.3,3.067046387
TH10B-1B,VT,TH,TH10B,TH.10B,NA,NA,NA,NA,NA,48.6,3.93,8,0,62,B,4,2.966487489
TH10B-1C,VT,TH,TH10B,TH.10B,NA,NA,NA,NA,NA,96,6.62,8,0,65,C,12.4,4.112630383
TH10B-2A,VT,TH,TH10B,TH.10B,1.515,1.96,3.09,2.79,1,103.9,4.7,13,0,63,A,9.4,4.761993075
TH10B-2B,VT,TH,TH10B,TH.10B,1.51,1.96,2.95,2.69,2,68,3.6,4,0,NA,B,2.8,6.239852995
TH10B-2C,VT,TH,TH10B,TH.10B,NA,NA,NA,NA,NA,83.6,4.99,11,0,65,C,5.9,3.216990877
TH12B-1A,VT,TH,TH12B,TH.12B,1.566,2.03,3.1,3.69,1,89,5.56,8,1,59,A,8.8,4.308469925
TH12B-1B,VT,TH,TH12B,TH.12B,1.501,1.94,3.36,2.86,2,76.7,4.96,18,2,52,B,13.3,3.067046387
TH12B-1C,VT,TH,TH12B,TH.12B,1.518,1.97,2.92,2.31,3,68.3,5.6,23,3,51,C,12,3.17466205
TH12B-2B,VT,TH,TH12B,TH.12B,NA,NA,NA,NA,NA,87.7,6.1,17,3,49,B,10.5,4.112630383
TH12B-2C,VT,TH,TH12B,TH.12B,NA,NA,NA,NA,NA,80.1,4.57,11,6,51,C,7.4,3.692974221
TH12B-3A,VT,TH,TH12B,TH.12B,NA,NA,NA,NA,NA,68.7,4.59,16,3,52,A,5.8,5.245093822
TH14B-1A,VT,TH,TH14B,TH.14B,NA,NA,NA,NA,NA,61.5,4.01,30,11,49,A,13,3.769911184
TH14B-1B,VT,TH,TH14B,TH.14B,1.508,1.95,3.73,3.31,4,63,4.47,16,8,50,B,6.8,3.351032164
TH14B-1C,VT,TH,TH14B,TH.14B,1.506,1.95,2.68,2.47,3,94.7,4.98,14,0,62,C,9.5,3.548151703
TH14B-2A,VT,TH,TH14B,TH.14B,NA,NA,NA,NA,NA,78.7,4.78,12,0,66,A,10.1,3.692974221
TH14B-2B,VT,TH,TH14B,TH.14B,NA,NA,NA,NA,NA,80.8,4.07,17,2,53,B,10.5,3.923159606
TH14B-2C,VT,TH,TH14B,TH.14B,1.527,1.98,2.9,2.82,3,82.1,5.48,21,1,21,C,14.6,3.231352444
TH15B-1A,VT,TH,TH15B,TH.15B,1.511,1.96,2.74,2.21,1,90.5,6.1,9,0,NA,A,9.6,3.231352444
TH15B-1B,VT,TH,TH15B,TH.15B,NA,NA,NA,NA,NA,68.5,4.26,33,12,45,B,11.9,3.692974221
TH15B-1C,VT,TH,TH15B,TH.15B,NA,NA,NA,NA,NA,90,4.75,18,0,63,C,11.8,2.54867235
TH15B-2A,VT,TH,TH15B,TH.15B,1.517,1.96,4.03,3.42,1,76.3,5,18,1,59,A,10,3.548151703
TH15B-2B,VT,TH,TH15B,TH.15B,1.487,1.93,3.28,2.6,2,99,5.7,16,1,51,B,12.4,4.761993075
TH15B-2C,VT,TH,TH15B,TH.15B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,2.7,4.761993075
TH19B-1A,VT,TH,TH19B,TH.19B,1.516,1.96,3.81,3.18,1,77.1,5.1,27,5,53,A,22.2,2.918640917
TH19B-1B,VT,TH,TH19B,TH.19B,NA,NA,NA,NA,NA,86.3,4,12,3,53,B,9.8,2.872313283
TH19B-1C,VT,TH,TH19B,TH.19B,NA,NA,NA,NA,NA,48.2,4.1,16,5,51,C,9.9,3.414259186
TH19B-2B,VT,TH,TH19B,TH.19B,NA,NA,NA,NA,NA,59.5,3.79,37,13,49,B,22.4,2.234021443
TH19B-2C,VT,TH,TH19B,TH.19B,1.51,1.96,2.78,2.58,3,NA,NA,NA,NA,NA,C,9.6,2.622546911
TH19B-3A,VT,TH,TH19B,TH.19B,1.496,1.94,3.34,2.87,1,68.7,4.62,37,4,52,A,18.3,2.783934413
TH1B-1A,VT,TH,TH1B,TH.1B,1.54,1.99,2.87,3.03,1,102.6,5.67,13,0,63,A,12.2,6.239852995
TH1B-1B,VT,TH,TH1B,TH.1B,1.526,1.98,4.09,3.98,4,100,6.5,11,0,69,B,13.3,4.021238597
TH1B-1C,VT,TH,TH1B,TH.1B,1.511,1.96,2.84,2.17,3,84.4,5.9,20,0,63,C,13.4,3.414259186
TH1B-2A,VT,TH,TH1B,TH.1B,NA,NA,NA,NA,NA,97.4,7.15,20,0,66,A,19.2,2.513274123
TH1B-2B,VT,TH,TH1B,TH.1B,1.51,1.96,3.27,2.51,4,82.2,5,19,3,56,B,10.4,3.231352444
TH1B-2C,VT,TH,TH1B,TH.1B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,10.2,2.700831893
TH21B-1A,VT,TH,TH21B,TH.21B,NA,NA,NA,NA,NA,86.7,5.3,13,1,60,A,11.1,3.479918016
TH21B-1B,VT,TH,TH21B,TH.21B,1.502,1.95,3.34,2.77,3,51.1,5.55,37,7,51,B,20.3,2.827433388
TH21B-1C,VT,TH,TH21B,TH.21B,1.492,1.93,3.12,2.12,3,72.5,4.53,17,1,49,C,8.3,4.308469925
TH21B-2A,VT,TH,TH21B,TH.21B,NA,NA,NA,NA,NA,93.8,5.5,17,2,54,A,11.3,3.231352444
TH21B-2B,VT,TH,TH21B,TH.21B,NA,NA,NA,NA,NA,84.7,5.65,24,2,54,B,21.9,2.661113777
TH21B-2C,VT,TH,TH21B,TH.21B,1.488,1.93,3.04,2.56,3,90.5,4.2,19,0,NA,C,10.4,4.021238597
TH22B-1A,VT,TH,TH22B,TH.22B,1.499,1.94,3.29,2.92,2,73.1,7.68,7,0,61,A,3,4.021238597
TH22B-1B,VT,TH,TH22B,TH.22B,1.492,1.93,3.07,2.72,3,96.8,3.8,20,1,54,B,17.5,2.872313283
TH22B-2A,VT,TH,TH22B,TH.22B,NA,NA,NA,NA,NA,94.9,5.6,13,1,NA,A,5.6,4.021238597
TH22B-2B,VT,TH,TH22B,TH.22B,NA,NA,NA,NA,NA,75,4.76,2,0,NA,B,6.8,3.351032164
TH22B-2C,VT,TH,TH22B,TH.22B,1.51,1.96,3.05,2.37,3,NA,NA,NA,NA,60,C,7,2.261946711
TH22B-3A,VT,TH,TH22B,TH.22B,NA,NA,NA,NA,NA,71.1,4.44,8,3,56,A,6.4,3.119926497
TH7B-1A,VT,TH,TH7B,TH.7B,1.523,1.97,4.31,3.81,1,71,6.39,10,0,60,A,5.4,3.769911184
TH7B-1B,VT,TH,TH7B,TH.7B,1.565,2.03,2.71,3.38,2,NA,NA,NA,NA,NA,B,6.7,3.933820366
TH7B-1C,VT,TH,TH7B,TH.7B,NA,NA,NA,NA,NA,72,5,9,0,58,C,14.5,2.918640917
TH7B-2A,VT,TH,TH7B,TH.7B,1.514,1.96,2.96,2.39,1,NA,NA,NA,NA,NA,A,5,4.761993075
TH7B-2B,VT,TH,TH7B,TH.7B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,4.7,5.483507177
TH7B-2C,VT,TH,TH7B,TH.7B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,7.6,3.619114737
TH8B-1A,VT,TH,TH8B,TH.8B,1.514,1.96,2.97,2.28,3,72,4.38,8,0,60,A,6.3,3.548151703
TH8B-1B,VT,TH,TH8B,TH.8B,1.505,1.95,3.39,2.38,2,89.5,4.68,14,0,57,B,13.8,2.350074505
TH8B-1C,VT,TH,TH8B,TH.8B,1.528,1.98,2.9,2.83,3,77,4.8,17,1,51,C,10.2,3.290104306
TH8B-2B,VT,TH,TH8B,TH.8B,1.488,1.93,3.08,4.27,2,64.3,3.7,28,7,50,B,11,2.741753589
TH8B-2C,VT,TH,TH8B,TH.8B,NA,NA,NA,NA,NA,83.5,4.3,12,1,51,C,8.3,2.966487489
TH8B-3A,VT,TH,TH8B,TH.8B,NA,NA,NA,NA,NA,84.9,4.81,12,0,65,A,5.8,3.479918016
WR13-1A,VT,WR,WR13,WR.13,NA,NA,NA,NA,NA,73.4,4.55,8,5,52,A,7.3,4.308469925
WR13-1B,VT,WR,WR13,WR.13,1.443,1.87,2.8,2.37,2,NA,NA,NA,NA,NA,B,3.9,3.17466205
WR13-1C,VT,WR,WR13,WR.13,NA,NA,NA,NA,NA,73,5.67,11,8,49,C,9.5,2.827433388
WR13-2A,VT,WR,WR13,WR.13,1.473,1.91,3.7,2.72,1,109.3,10.61,14,0,73,A,15.8,2.700831893
WR13-2B,VT,WR,WR13,WR.13,1.458,1.89,2.73,2.49,2,63.4,5.54,11,7,50,B,9.7,3.414259186
WR13-3B,VT,WR,WR13,WR.13,NA,NA,NA,NA,NA,84.7,5.9,16,7,50,B,20.1,3.290104306
WR14-1B,VT,WR,WR14,WR.14,1.442,1.87,2.94,2.56,4,97,8.05,15,7,58,B,21.3,2.741753589
WR14-1C,VT,WR,WR14,WR.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,C,15.3,3.119926497
WR14-2A,VT,WR,WR14,WR.14,1.464,1.9,3.7,3.37,1,NA,NA,NA,NA,NA,A,6.1,3.231352444
WR14-2B,VT,WR,WR14,WR.14,1.451,1.88,4.34,2.95,4,89.6,6.6,21,3,62,B,19.5,2.622546911
WR14-2C,VT,WR,WR14,WR.14,NA,NA,NA,NA,NA,77.6,4.41,8,0,56,C,7.3,3.17466205
WR14-3A,VT,WR,WR14,WR.14,NA,NA,NA,NA,NA,85,6.19,10,4,54,A,14.2,3.619114737
WR17-1A,VT,WR,WR17,WR.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,5.5,3.933820366
WR17-1B,VT,WR,WR17,WR.17,1.454,1.88,2.73,2.1,2,83.1,5.47,12,5,54,B,9.1,3.692974221
WR17-1C,VT,WR,WR17,WR.17,NA,NA,NA,NA,NA,86,5.72,14,9,54,C,8,2.872313283
WR17-2A,VT,WR,WR17,WR.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,7.4,2.741753589
WR17-2B,VT,WR,WR17,WR.17,1.452,1.88,2.78,2.45,2,NA,NA,NA,NA,NA,B,8.7,3.619114737
WR17-2C,VT,WR,WR17,WR.17,1.456,1.89,2.82,2.46,3,86.1,5.28,8,1,56,C,11.1,2.966487489
