ind_code,region,pop_code,fam,fam2,index,X1C,CV_Solanum,CV_Sample,batch,ht,stemwid,numcap,numfls,dff,bench,BIOMASS,SLA
HV19-2C,VT,HV,HV19,HV.19,1.453,1.88,3.13,2.71,4,78.5,5.59,25,10,55,C,17.1,2.056315191
HV20-1B,VT,HV,HV20,HV.20,1.501,1.94,2.32,1.94,2,72.2,4.08,13,8,49,B,7.5,3.548151703
HV20-1C,VT,HV,HV20,HV.20,1.47,1.9,3.11,2.82,3,83.8,6.15,26,4,52,C,16.7,2.741753589
HV20-2A,VT,HV,HV20,HV.20,1.471,1.9,4.09,3.28,1,75.6,6.91,23,9,45,A,13.7,3.479918016
HV20-2B,VT,HV,HV20,HV.20,NA,NA,NA,NA,NA,80.2,5.6,26,1,57,B,17.1,2.234021443
HV20-2C,VT,HV,HV20,HV.20,NA,NA,NA,NA,NA,52.5,4.31,27,14,47,C,16.3,2.966487489
HV20-3A,VT,HV,HV20,HV.20,1.474,1.91,2.83,2.43,1,55.5,4.04,22,20,39,A,8.3,3.769911184
HV21-1A,VT,HV,HV21,HV.21,1.44,1.86,2.72,2.45,1,69.5,3.12,9,0,57,A,7.7,3.692974221
HV21-1B,VT,HV,HV21,HV.21,1.451,1.88,4.11,3.66,2,NA,NA,NA,NA,NA,B,10.2,2.636877768
HV21-1C,VT,HV,HV21,HV.21,1.474,1.91,3.85,2.88,3,62.5,5,27,4,54,C,16.4,2.661113777
HV21-2B,VT,HV,HV21,HV.21,NA,NA,NA,NA,NA,59,4.38,20,10,50,B,13.4,2.380996537
HV21-2C,VT,HV,HV21,HV.21,1.45,1.88,3.06,2.14,3,62.5,5.4,31,15,46,C,16.7,4.021238597
HV21-3A,VT,HV,HV21,HV.21,NA,NA,NA,NA,NA,71.6,4.14,7,0,65,A,9.4,3.067046387
HV3-1A,VT,HV,HV3,HV.3,1.46,1.89,4.01,3.02,1,81.2,4.53,10,0,NA,A,13.1,2.827433388
HV3-1B,VT,HV,HV3,HV.3,1.462,1.89,3.65,3.24,4,NA,NA,NA,NA,NA,B,3.3,NA
HV3-1C,VT,HV,HV3,HV.3,NA,NA,NA,NA,NA,77.9,5.47,8,0,63,C,16,2.966487489
HV3-2B,VT,HV,HV3,HV.3,1.442,1.87,3.13,3.03,4,74,6.33,11,4,53,B,10.3,NA
HV3-3A,VT,HV,HV3,HV.3,NA,NA,NA,NA,NA,59.4,3.8,6,1,65,A,5.6,4.232882733
HV3-3C,VT,HV,HV3,HV.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,6.119276125
HV4-1A,VT,HV,HV4,HV.4,NA,NA,NA,NA,NA,63.4,8.21,12,2,66,A,14.6,2.400739461
HV4-1B,VT,HV,HV4,HV.4,1.452,1.88,3.27,2.75,2,45.5,3.3,1,0,NA,B,7.1,2.872313283
HV4-1C,VT,HV,HV4,HV.4,1.456,1.89,2.84,2.41,3,77.5,5.5,16,3,57,C,13.5,3.850122061
HV4-2B,VT,HV,HV4,HV.4,1.451,1.88,2.97,2.97,4,96.6,4.9,20,3,62,B,16.8,3.692974221
HV4-3A,VT,HV,HV4,HV.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,9.2,3.850122061
HV8-1A,VT,HV,HV8,HV.8,1.477,1.91,3.23,2.79,1,76.6,4.44,12,1,56,A,11.1,3.769911184
HV8-1B,VT,HV,HV8,HV.8,1.456,1.89,3.11,2.39,4,50.3,4.3,15,13,49,B,7.9,3.290104306
HV8-1C,VT,HV,HV8,HV.8,NA,NA,NA,NA,NA,47.1,3.7,9,0,61,C,7.7,3.933820366
HV8-2A,VT,HV,HV8,HV.8,NA,NA,NA,NA,NA,68.4,4.95,13,3,52,A,7,2.661113777
HV8-2B,VT,HV,HV8,HV.8,1.496,1.94,3.45,2.91,4,68.1,5.32,27,14,49,B,22.3,2.827433388
HV8-2C,VT,HV,HV8,HV.8,NA,NA,NA,NA,NA,58.6,4.01,20,7,48,C,10.9,3.290104306
HV8-3A,VT,HV,HV8,HV.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,4.2,3.850122061
JF10-1A,NY,JF,JF10,JF.10,1.511,1.96,2.45,2.25,1,67,6.41,22,4,49,A,9.2,3.923159606
JF10-1B,NY,JF,JF10,JF.10,NA,NA,NA,NA,NA,83.3,4.78,8,0,63,B,9.8,2.872313283
JF10-1C,NY,JF,JF10,JF.10,NA,NA,NA,NA,NA,89,5.21,15,1,55,C,14.1,3.067046387
JF10-2B,NY,JF,JF10,JF.10,1.472,1.91,2.89,2.52,3,31.1,5.13,0,0,NA,B,6.5,3.17466205
JF10-2C,NY,JF,JF10,JF.10,1.505,1.95,3.65,3.04,2,NA,NA,NA,NA,NA,C,10.3,3.479918016
JF10-3A,NY,JF,JF10,JF.10,1.556,2.02,2.78,3.62,1,76,4.48,16,3,55,A,7.5,3.769911184
JF11-1B,NY,JF,JF11,JF.11,1.529,1.98,2.71,2.26,2,79.1,4.5,10,6,48,B,9.9,3.933820366
JF11-1C,NY,JF,JF11,JF.11,NA,NA,NA,NA,NA,88,4.8,10,2,54,C,13.1,3.17466205
JF11-2A,NY,JF,JF11,JF.11,NA,NA,NA,NA,NA,88.2,8.42,14,1,60,A,13.2,3.619114737
JF11-2B,NY,JF,JF11,JF.11,1.516,1.96,3.73,3.17,2,81.6,5,21,11,46,B,15.8,3.015928947
JF11-2C,NY,JF,JF11,JF.11,1.569,2.03,3.4,3.41,3,87,5.1,6,0,56,C,11.1,4.021238597
JF11-3A,NY,JF,JF11,JF.11,NA,NA,NA,NA,NA,68.5,5.81,9,1,52,A,7.6,3.740687067
JF13-1A,NY,JF,JF13,JF.13,NA,NA,NA,NA,NA,71.5,4,11,4,49,A,5.3,NA
JF13-1B,NY,JF,JF13,JF.13,NA,NA,NA,NA,NA,75.1,4.96,30,11,49,B,14.1,3.17466205
JF13-1C,NY,JF,JF13,JF.13,1.54,1.99,2.63,2.9,3,65,4.2,7,0,NA,C,5.9,5.483507177
JF13-2A,NY,JF,JF13,JF.13,NA,NA,NA,NA,NA,89.1,5.32,28,2,57,A,17.2,4.89069559
JF13-2B,NY,JF,JF13,JF.13,1.521,1.97,2.74,2.6,2,83.3,6.3,28,2,54,B,19.5,3.769911184
JF13-3A,NY,JF,JF13,JF.13,NA,NA,NA,NA,NA,79.2,5.59,12,1,56,A,11.9,4.89069559
JF13-3C,NY,JF,JF13,JF.13,1.518,1.97,3.06,3,1,79,8.03,8,0,63,C,10,4.89069559
JF14-1B,NY,JF,JF14,JF.14,1.523,1.97,3.06,2.6,4,109.1,4.57,19,6,53,B,17.3,3.850122061
JF14-1C,NY,JF,JF14,JF.14,NA,NA,NA,NA,NA,64.6,3.77,22,5,50,C,11.5,2.380996537
JF14-2A,NY,JF,JF14,JF.14,1.506,1.95,3.13,2.8,1,78.1,5.44,14,4,54,A,8.8,4.761993075
JF14-2B,NY,JF,JF14,JF.14,1.526,1.98,3.09,2.96,2,84.1,4.97,25,7,49,B,15.3,2.872313283
JF14-2C,NY,JF,JF14,JF.14,NA,NA,NA,NA,NA,87,4.6,14,6,47,C,11.6,3.548151703
JF14-3A,NY,JF,JF14,JF.14,NA,NA,NA,NA,NA,86.6,6.03,32,1,54,A,14,4.021238597
JF21-1A,NY,JF,JF21,JF.21,1.555,2.01,3.04,2.45,1,71.7,6.45,13,1,54,A,6.1,5.654866776
JF21-1B,NY,JF,JF21,JF.21,NA,NA,NA,NA,NA,85.3,6.71,22,3,51,B,16.5,3.933820366
JF21-1C,NY,JF,JF21,JF.21,1.684,2.18,3.12,4.45,3,63.2,4.34,6,0,61,C,12.2,3.619114737
JF21-2A,NY,JF,JF21,JF.21,1.537,1.99,3.65,3.9,1,87.6,5.42,12,1,57,A,8.9,4.523893421
JF21-2B,NY,JF,JF21,JF.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,1.6,6.031857895
JF21-2C,NY,JF,JF21,JF.21,NA,NA,NA,NA,NA,76.8,4.7,11,2,55,C,10.6,4.639890688
JF25-1A,NY,JF,JF25,JF.25,NA,NA,NA,NA,NA,98,6.75,22,1,57,A,13.6,3.17466205
JF25-1B,NY,JF,JF25,JF.25,1.517,1.96,3.4,2.43,4,81,5.9,10,2,62,B,11.4,3.692974221
JF25-1C,NY,JF,JF25,JF.25,NA,NA,NA,NA,NA,82.6,4.59,24,3,51,C,14.7,2.010619298
JF25-2A,NY,JF,JF25,JF.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,8.8,2.319945344
JF25-2B,NY,JF,JF25,JF.25,1.504,1.95,4.34,3.41,4,96.6,5.08,20,1,62,B,16.7,4.20827295
JF25-2C,NY,JF,JF25,JF.25,NA,NA,NA,NA,NA,82.1,6.54,1,0,NA,C,10,2.918640917
JF25-3A,NY,JF,JF25,JF.25,1.517,1.96,3.02,2.44,1,102,5.61,12,0,61,A,13.2,5.17016391
JF4-1A,NY,JF,JF4,JF.4,1.547,2,2.89,2.88,1,86.9,4.57,10,1,55,A,9,3.479918016
JF4-1B,NY,JF,JF4,JF.4,1.541,2,3.02,2.37,2,86.7,4.45,13,0,62,B,13.3,4.308469925
JF4-1C,NY,JF,JF4,JF.4,NA,NA,NA,NA,NA,50.4,3.32,8,5,49,C,6,3.17466205
JF4-2A,NY,JF,JF4,JF.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,5,3.850122061
JF4-2B,NY,JF,JF4,JF.4,1.499,1.94,3.75,2.69,4,88.3,4.12,7,0,65,B,8,3.015928947
JF4-2C,NY,JF,JF4,JF.4,NA,NA,NA,NA,NA,71.2,4.4,13,0,63,C,9.6,5.957390513
JF6-1A,NY,JF,JF6,JF.6,1.528,1.98,2.88,2.22,1,88.8,4.93,14,1,56,A,7.6,4.021238597
JF6-1B,NY,JF,JF6,JF.6,NA,NA,NA,NA,NA,89.9,4.26,17,2,53,B,12.3,4.20827295
JF6-1C,NY,JF,JF6,JF.6,1.537,1.99,2.74,2.45,3,73.4,5.37,20,4,50,C,9.5,2.585081955
JF6-2A,NY,JF,JF6,JF.6,NA,NA,NA,NA,NA,84.5,6.83,6,6,52,A,NA,3.231352444
JF6-2B,NY,JF,JF6,JF.6,NA,NA,NA,NA,NA,68.8,6.3,15,7,49,B,NA,3.692974221
JF6-2C,NY,JF,JF6,JF.6,1.521,1.97,2.9,2.54,3,NA,NA,NA,NA,NA,C,9.8,2.741753589
JF7-1A,NY,JF,JF7,JF.7,1.478,1.91,3.49,3.17,1,92.1,3.9,16,1,60,A,11.9,5.322227554
JF7-1B,NY,JF,JF7,JF.7,NA,NA,NA,NA,NA,95.2,6.9,21,7,49,B,15.2,3.619114737
JF7-1C,NY,JF,JF7,JF.7,1.486,1.92,4.39,2.92,3,60.1,5.28,10,0,52,C,5.9,3.850122061
JF7-2A,NY,JF,JF7,JF.7,NA,NA,NA,NA,NA,63,5.75,4,0,56,A,2.7,5.026548246
JF7-2B,NY,JF,JF7,JF.7,1.496,1.94,2.85,2.44,4,91.7,5.8,13,2,70,B,13.1,4.20827295
JF7-2C,NY,JF,JF7,JF.7,NA,NA,NA,NA,NA,76.4,5.05,10,0,63,C,9.9,3.655671451
JF8-1A,NY,JF,JF8,JF.8,1.52,1.97,3.31,3.1,1,74.5,5.67,21,4,54,A,13.2,2.827433388
JF8-1B,NY,JF,JF8,JF.8,1.503,1.95,2.78,2.25,3,66.5,3.6,51,25,42,B,22.2,3.548151703
JF8-1C,NY,JF,JF8,JF.8,NA,NA,NA,NA,NA,61.1,3.92,26,9,47,C,12.9,3.769911184
JF8-2A,NY,JF,JF8,JF.8,NA,NA,NA,NA,NA,71,4.26,13,5,52,A,8.1,5.026548246
JF8-2B,NY,JF,JF8,JF.8,1.511,1.96,2.79,2.39,2,75.5,5.2,27,10,49,B,17.1,3.769911184
JF8-2C,NY,JF,JF8,JF.8,NA,NA,NA,NA,NA,37,4.95,13,1,55,C,9.1,3.619114737
JV1-1A,NY,JV,JV1,JV.1,1.456,1.89,3.13,2.27,1,NA,NA,NA,NA,NA,A,NA,NA
JV1-1B,NY,JV,JV1,JV.1,1.458,1.89,2.93,2.44,2,94,5.01,28,1,57,B,12.5,4.308469925
JV1-1C,NY,JV,JV1,JV.1,NA,NA,NA,NA,NA,103.5,4.68,10,0,57,C,15.8,3.17466205
JV1-2A,NY,JV,JV1,JV.1,NA,NA,NA,NA,NA,90.3,7.31,11,0,61,A,8.8,4.308469925
JV1-2B,NY,JV,JV1,JV.1,1.416,1.83,3.44,2.59,2,91,6.3,8,0,70,B,11.3,6.959836033
JV1-2C,NY,JV,JV1,JV.1,NA,NA,NA,NA,NA,85.1,5.17,20,0,56,C,9.1,3.769911184
JV1-3B,NY,JV,JV1,JV.1,NA,NA,NA,NA,NA,129.7,5.76,18,0,65,B,16.6,3.067046387
JV10-1A,NY,JV,JV10,JV.10,1.446,1.87,2.96,2.15,1,91.3,5.2,31,1,61,A,9.6,4.639890688
JV10-1B,NY,JV,JV10,JV.10,1.456,1.89,3.21,2.7,2,127.8,6.1,35,0,57,B,20.7,3.479918016
JV10-1C,NY,JV,JV10,JV.10,1.475,1.91,3.52,2.99,4,96.6,6.66,12,0,60,C,15.5,3.548151703
JV10-2A,NY,JV,JV10,JV.10,NA,NA,NA,NA,NA,127.5,7.8,9,0,73,A,14.1,3.479918016
JV10-2B,NY,JV,JV10,JV.10,NA,NA,NA,NA,NA,109.8,6.8,21,0,57,B,13.2,3.067046387
JV10-3A,NY,JV,JV10,JV.10,NA,NA,NA,NA,NA,98.6,9.58,17,0,63,A,8.3,3.548151703
JV12-1A,NY,JV,JV12,JV.12,NA,NA,NA,NA,NA,133.3,6.73,10,0,70,A,16.8,3.479918016
JV12-1B,NY,JV,JV12,JV.12,1.458,1.89,3.77,3.12,4,120,6.3,28,0,70,B,18.8,3.548151703
JV12-1C,NY,JV,JV12,JV.12,NA,NA,NA,NA,NA,115.5,8.21,8,0,65,C,17.5,3.015928947
JV12-2A,NY,JV,JV12,JV.12,NA,NA,NA,NA,NA,99,5.69,2,0,NA,A,10.5,5.654866776
JV12-2C,NY,JV,JV12,JV.12,1.454,1.88,3.32,3.07,4,115.1,5.8,5,0,NA,C,12.9,3.769911184
JV12-3A,NY,JV,JV12,JV.12,1.468,1.9,3.37,3.31,1,138.5,6.97,20,0,73,A,19.9,3.231352444
JV13-1A,NY,JV,JV13,JV.13,NA,NA,NA,NA,NA,109,8.59,22,0,61,A,19.3,NA
JV13-1B,NY,JV,JV13,JV.13,1.474,1.91,2.85,2.42,2,85,9.48,2,0,NA,B,8.8,4.89069559
JV13-1C,NY,JV,JV13,JV.13,1.473,1.91,3.54,2.95,4,99.3,5.87,26,0,63,C,18.8,2.872313283
JV13-2A,NY,JV,JV13,JV.13,NA,NA,NA,NA,NA,119.4,5.78,23,0,61,A,14.1,4.112630383
JV13-2B,NY,JV,JV13,JV.13,1.451,1.88,2.67,2.23,4,115.2,7.58,25,0,NA,B,28,3.479918016
JV13-2C,NY,JV,JV13,JV.13,NA,NA,NA,NA,NA,97.9,6.46,33,0,58,C,22.9,1.86552306
JV14-1A,NY,JV,JV14,JV.14,1.475,1.91,3.26,3.46,1,91.4,6.1,2,0,68,A,9.2,4.523893421
JV14-1B,NY,JV,JV14,JV.14,NA,NA,NA,NA,NA,113.3,6.55,21,0,NA,B,21.2,3.850122061
JV14-2A,NY,JV,JV14,JV.14,1.47,1.9,3.01,2.6,1,118.1,6,17,0,NA,A,11.3,4.021238597
JV14-2B,NY,JV,JV14,JV.14,1.448,1.88,2.41,2.08,2,75.5,6.73,18,0,65,B,15.5,4.413554557
JV3-1A,NY,JV,JV3,JV.3,1.461,1.89,3.02,2.7,1,88,5.59,17,1,56,A,11.2,4.308469925
JV3-1B,NY,JV,JV3,JV.3,NA,NA,NA,NA,NA,109.2,6.2,10,0,65,B,11.8,3.231352444
JV3-1C,NY,JV,JV3,JV.3,NA,NA,NA,NA,NA,100,6.01,64,0,56,C,25.1,3.414259186
JV3-2A,NY,JV,JV3,JV.3,NA,NA,NA,NA,NA,85.2,6.58,22,0,56,A,12.5,3.479918016
JV3-2B,NY,JV,JV3,JV.3,1.481,1.92,2.76,2.61,2,103,4.9,28,2,56,B,16.1,4.021238597
JV3-2C,NY,JV,JV3,JV.3,1.501,1.94,2.49,2.35,3,NA,NA,NA,NA,NA,C,6.7,5.17016391
JV4-1A,NY,JV,JV4,JV.4,NA,NA,NA,NA,NA,121.4,7.1,20,0,58,A,13.9,3.479918016
JV4-1B,NY,JV,JV4,JV.4,1.459,1.89,3.19,2.6,3,65.5,8.4,30,3,56,B,17.7,2.700831893
JV4-2A,NY,JV,JV4,JV.4,NA,NA,NA,NA,NA,85,6.42,34,1,57,A,13,2.827433388
JV4-2B,NY,JV,JV4,JV.4,1.458,1.89,3.49,3.05,2,104.6,8,58,0,58,B,22.8,2.47884571
JV4-3A,NY,JV,JV4,JV.4,NA,NA,NA,NA,NA,105,8.35,0,0,NA,A,6.5,5.026548246
JV5-1A,NY,JV,JV5,JV.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,6.2,3.015928947
JV5-1B,NY,JV,JV5,JV.5,1.44,1.86,3.33,2.71,2,98.6,7.2,26,0,62,B,16.4,3.290104306
JV5-1C,NY,JV,JV5,JV.5,1.459,1.89,3.91,2.95,4,114.8,5.64,18,0,65,C,14.4,3.17466205
JV5-2A,NY,JV,JV5,JV.5,NA,NA,NA,NA,NA,97.4,7.2,10,0,65,A,9.7,4.20827295
JV5-2B,NY,JV,JV5,JV.5,1.436,1.86,3.53,3.13,3,42.3,3.82,0,0,NA,B,11.5,2.827433388
JV5-3A,NY,JV,JV5,JV.5,NA,NA,NA,NA,NA,102.4,5.34,4,0,NA,A,7.1,3.093260459
JV6-1A,NY,JV,JV6,JV.6,1.456,1.89,3.08,2.48,1,65,5.62,0,0,NA,A,7.7,4.413554557
JV6-1B,NY,JV,JV6,JV.6,1.452,1.88,3.43,2.55,4,92.6,4.86,11,0,NA,B,13.3,4.523893421
JV6-1C,NY,JV,JV6,JV.6,NA,NA,NA,NA,NA,71.5,5.2,1,0,NA,C,10.6,5.026548246
JV6-2A,NY,JV,JV6,JV.6,NA,NA,NA,NA,NA,90.6,6.35,14,0,65,A,12.7,2.741753589
JV6-2B,NY,JV,JV6,JV.6,NA,NA,NA,NA,NA,54.3,6.69,0,0,NA,B,15,2.872313283
JV6-2C,NY,JV,JV6,JV.6,1.494,1.93,3.02,2.62,3,82,5.59,30,0,58,C,14.8,3.619114737
JV8-1A,NY,JV,JV8,JV.8,NA,NA,NA,NA,NA,87,5.65,17,0,73,A,14.3,3.692974221
JV8-1B,NY,JV,JV8,JV.8,NA,NA,NA,NA,NA,106.3,7.1,17,0,63,B,16.4,3.548151703
JV8-1C,NY,JV,JV8,JV.8,1.453,1.88,2.89,2.52,3,90.3,4.6,19,0,63,C,15.1,3.119926497
JV8-2A,NY,JV,JV8,JV.8,1.487,1.93,3.01,2.91,1,101.1,7.3,3,0,NA,A,10.4,4.761993075
JV8-2C,NY,JV,JV8,JV.8,NA,NA,NA,NA,NA,71.3,4.89,25,0,60,C,12.8,4.639890688
JV8-3A,NY,JV,JV8,JV.8,1.475,1.91,3.06,2.96,1,82.5,5.7,38,0,65,A,20.9,3.933820366
LH1-1A,NY,LH,LH1,LH.1,NA,NA,NA,NA,NA,98.7,9.81,12,0,65,A,11.4,2.827433388
LH1-1B,NY,LH,LH1,LH.1,1.469,1.9,4.03,3.29,4,108.3,5.49,19,7,62,B,12.1,3.548151703
LH1-1C,NY,LH,LH1,LH.1,NA,NA,NA,NA,NA,100,6,29,0,60,C,16.5,2.056315191
LH1-2B,NY,LH,LH1,LH.1,1.485,1.92,2.53,2.28,2,103.6,5.19,27,3,56,B,19.2,2.872313283
LH1-2C,NY,LH,LH1,LH.1,1.473,1.91,2.84,2.46,3,80,5.38,13,0,NA,C,10.4,3.548151703
LH1-3A,NY,LH,LH1,LH.1,NA,NA,NA,NA,NA,104.5,6.16,20,0,62,A,8.5,4.308469925
LH10-1A,NY,LH,LH10,LH.10,NA,NA,NA,NA,NA,116.1,7.66,3,0,NA,A,10.7,4.20827295
LH10-1B,NY,LH,LH10,LH.10,1.462,1.89,3.34,2.93,4,98,6.68,24,15,54,B,22.3,2.412743158
LH10-1C,NY,LH,LH10,LH.10,NA,NA,NA,NA,NA,91.5,6.1,42,2,54,C,21.8,3.290104306
LH10-2C,NY,LH,LH10,LH.10,1.466,1.9,4.37,3.34,4,79,6.76,40,10,55,C,22,3.17466205
LH10-3C,NY,LH,LH10,LH.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,0.5,4.874228602
LH12-1A,NY,LH,LH12,LH.12,NA,NA,NA,NA,NA,106.8,4.1,19,0,60,A,NA,3.933820366
LH12-1B,NY,LH,LH12,LH.12,1.442,1.87,4.28,3.25,2,100,7.13,24,0,70,B,19.6,1.739959008
LH12-1C,NY,LH,LH12,LH.12,1.459,1.89,2.92,2.41,3,119.5,6.1,18,0,NA,C,16.4,3.479918016
LH12-2A,NY,LH,LH12,LH.12,NA,NA,NA,NA,NA,106,7.37,12,0,65,A,7.2,4.20827295
LH12-2B,NY,LH,LH12,LH.12,1.456,1.89,3.12,2.42,2,97.2,6.77,27,7,49,B,17.7,2.700831893
LH12-2C,NY,LH,LH12,LH.12,NA,NA,NA,NA,NA,95,4.8,8,0,63,C,15,3.619114737
LH13-1A,NY,LH,LH13,LH.13,NA,NA,NA,NA,NA,96.5,4.73,11,1,59,A,5,3.933820366
LH13-1B,NY,LH,LH13,LH.13,1.458,1.89,3.05,2.83,3,90.4,4.9,20,0,62,B,14,4.413554557
LH13-1C,NY,LH,LH13,LH.13,1.475,1.91,3,2.83,4,82.1,4.66,25,2,58,C,13.9,3.231352444
LH13-2A,NY,LH,LH13,LH.13,NA,NA,NA,NA,NA,109,6.9,19,0,65,A,10,3.290104306
LH13-2B,NY,LH,LH13,LH.13,1.48,1.92,3.09,2.85,3,95.2,5.51,21,1,58,B,11.6,4.112630383
LH13-2C,NY,LH,LH13,LH.13,NA,NA,NA,NA,NA,111.5,2.25,24,4,55,C,14.1,2.661113777
LH2-1B,NY,LH,LH2,LH.2,1.473,1.91,3.32,3.03,3,111.5,4.5,21,0,65,B,15.8,3.692974221
LH2-1C,NY,LH,LH2,LH.2,NA,NA,NA,NA,NA,91.1,5.2,32,1,60,C,16.3,2.872313283
LH2-2A,NY,LH,LH2,LH.2,NA,NA,NA,NA,NA,80.3,6.06,13,1,59,A,7.3,4.308469925
LH2-2B,NY,LH,LH2,LH.2,NA,NA,NA,NA,NA,79.7,7.3,32,0,58,B,11.4,4.523893421
LH2-2C,NY,LH,LH2,LH.2,1.481,1.92,3.43,3.01,3,83.5,6.1,19,0,71,C,14.2,3.015928947
LH2-3A,NY,LH,LH2,LH.2,1.496,1.94,2.54,2.11,1,86.3,4.94,24,1,NA,A,9.9,4.112630383
LH3-1A,NY,LH,LH3,LH.3,1.514,1.96,3.72,3.56,1,131.7,8,22,0,66,A,14.5,3.414259186
LH3-1B,NY,LH,LH3,LH.3,1.486,1.92,2.62,2.19,2,100.3,6.5,21,12,57,B,15.2,2.585081955
LH3-1C,NY,LH,LH3,LH.3,NA,NA,NA,NA,NA,80.8,5.74,38,2,58,C,12.4,3.414259186
LH3-2A,NY,LH,LH3,LH.3,NA,NA,NA,NA,NA,87.3,7.44,29,0,66,A,9.1,2.700831893
LH3-2B,NY,LH,LH3,LH.3,1.467,1.9,2.73,3.51,2,98.1,7.05,36,11,53,B,17.4,2.585081955
LH3-2C,NY,LH,LH3,LH.3,NA,NA,NA,NA,NA,82.7,6.08,31,0,64,C,17,2.622546911
LH5-1A,NY,LH,LH5,LH.5,NA,NA,NA,NA,NA,106.9,6.57,32,0,65,A,19.9,2.700831893
LH5-1C,NY,LH,LH5,LH.5,NA,NA,NA,NA,NA,107.2,5.41,27,1,58,C,10,3.769911184
LH5-2A,NY,LH,LH5,LH.5,NA,NA,NA,NA,NA,90.3,5.21,56,0,66,A,18.6,2.54867235
LH5-2B,NY,LH,LH5,LH.5,1.459,1.89,2.99,2.86,3,75,6.1,17,9,49,B,12.8,2.154234962
LH5-2C,NY,LH,LH5,LH.5,1.5,1.94,3,2.76,3,94.6,6.7,31,2,54,C,13.1,3.067046387
LH5-3B,NY,LH,LH5,LH.5,1.462,1.89,2.41,2.05,2,102.1,5.39,23,1,62,B,13.8,3.655671451
LH6-1B,NY,LH,LH6,LH.6,1.461,1.89,2.86,2.32,2,96.6,7.3,18,0,70,B,11.6,3.17466205
LH6-1C,NY,LH,LH6,LH.6,1.459,1.89,3.16,2.6,1,5.16,14,3,3,51,C,6.5,3.85012206
LH6-2A,NY,LH,LH6,LH.6,NA,NA,NA,NA,NA,78.8,8.93,12,0,61,A,7.8,2.966487489
LH6-2B,NY,LH,LH6,LH.6,1.471,1.9,2.9,2.56,2,97.1,5.7,19,2,58,B,8.9,2.827433388
LH6-2C,NY,LH,LH6,LH.6,NA,NA,NA,NA,NA,76,6.4,7,0,65,C,6.9,3.850122061
LH6-3A,NY,LH,LH6,LH.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,A,1.8,4.89069559
LH7-1A,NY,LH,LH7,LH.7,NA,NA,NA,NA,NA,98.8,11.12,24,0,66,A,15.4,3.548151703
LH7-1B,NY,LH,LH7,LH.7,NA,NA,NA,NA,NA,92.1,6.39,34,5,56,B,16.2,2.585081955
LH7-1C,NY,LH,LH7,LH.7,1.462,1.89,2.79,2.09,3,100.5,6.11,16,0,NA,C,13.1,4.021238597
LH7-2A,NY,LH,LH7,LH.7,1.493,1.93,3.64,3.56,1,113.2,9.87,7,0,68,A,11,3.414259186
LH7-2B,NY,LH,LH7,LH.7,NA,NA,NA,NA,NA,94.3,7.99,21,4,54,B,15.6,3.351032164
LH7-2C,NY,LH,LH7,LH.7,NA,NA,NA,NA,NA,81,6.93,24,1,56,C,11.7,2.261946711
LH9-1A,NY,LH,LH9,LH.9,1.458,1.89,2.85,2.29,3,66.3,5.42,13,1,57,A,6.3,2.918640917
LH9-1B,NY,LH,LH9,LH.9,NA,NA,NA,NA,NA,80.3,4.63,8,0,NA,B,3.4,5.026548246
LH9-1C,NY,LH,LH9,LH.9,1.491,1.93,3.68,2.59,3,81,5.4,16,6,51,C,8.2,2.412743158
LH9-2B,NY,LH,LH9,LH.9,NA,NA,NA,NA,NA,94.3,6.6,12,0,59,B,13.5,2.553167363
LH9-2C,NY,LH,LH9,LH.9,1.472,1.91,3.13,2.88,3,78.8,4.99,11,0,60,C,6.5,4.112630383
LH9-3A,NY,LH,LH9,LH.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,0.7,4.89069559
MC1-1A,NY,MC,MC1,MC.1,1.494,1.93,2.79,2.64,1,NA,NA,NA,NA,NA,A,5,4.112630383
MC1-1B,NY,MC,MC1,MC.1,1.478,1.91,3.36,2.65,4,100,6.5,42,7,57,B,22.2,2.234021443
MC1-1C,NY,MC,MC1,MC.1,NA,NA,NA,NA,NA,59.9,4.2,11,0,63,C,6.2,4.413554557
MC1-2A,NY,MC,MC1,MC.1,NA,NA,NA,NA,NA,82.5,6.12,12,1,66,A,8.4,3.769911184
MC1-2B,NY,MC,MC1,MC.1,1.487,1.93,2.97,2.98,4,NA,NA,NA,NA,NA,B,4.4,5.483507177
MC1-2C,NY,MC,MC1,MC.1,NA,NA,NA,NA,NA,88.3,3.9,13,0,56,C,8.2,3.933820366
MC11A-1A,NY,MC,MC11A,MC.11A,1.5,1.94,2.74,2.32,1,76.2,6,26,10,52,A,14.5,2.966487489
